"RGN_CD","ACTC_FCLT_SN","ACTC_FCLT_SE_CD","DONG_CD","ACTC_BLDG_MNG_NO","DADDR","DSSTR_ACTC_FCLT_NM","DSSTR_ACTC_PSBLTY_TNOP","EMD_SN","ETC_CNVN_FCLT_YN","FCAR","STDG_CD","MNG_REPE_TELNO","MESE_FCTY_YN","MLMD_MNG_NO","RONA_DADDR","TELNO","WEB_GIS_LINK_YN","WEB_GIS_LINK_ADDR","BMNO","BSNO","WASU_YN","RPRSV_NM","USE_SE_CD","FRST_REG_DT","ACTC_SE_CD","LAST_MDFCN_DT","SGG_ROAD_NM","SGG_RONA_CD","SGG_NM_KORN","KORN_CTPV_NM","EMD_NM_KORN","UDGD_YN","FXNO","TLT_YN","ROAD_NM_ADDR_CD","ERQK_SHNT_YN","XCRD","YCRD","NDMS_LOT","NDMS_LAT","MNG_DEPT_CD","ACTC_FCLT_DTL_CN","ATCH_FILE_ID","MLNO_YN","LOTNO_MNO","LOTNO_SNO","DSGN_YMD","MVMN_TELNO"
"4283000000","173","002","4283034000","4283034030101260000000777","","상월천리 마을회관","45","1         ","0","117","4283034030","","1","","","010****","","","955","11","","손*기","0","2011/02/01 09:52:51.000000000","1","2015/07/20 16:57:14.000000000","화상천로","428303235019","양양군","강원도","현남면","0","","1","4283034030101260000000777","N","1106340.65465","1994624.45435","128.71028585238855","37.945325382892754","","","","0","126","0","","010****1344"
"4283000000","174","002","4283034000","4283034031102070019001694","","하월천리 마을회관","61","1         ","0","160","4283034031","","1","","","010****","","","684","12","","김*성","0","2011/03/23 22:51:12.000000000","1","2016/11/04 11:52:34.000000000","화상천로","428303235019","양양군","강원도","현남면","0","","1","4283034031102070019001694","N","1107717.0713","1992573.85915","128.72564096219045","37.92668544479779","","","","0","207","19","","011-789-2202"
"3611000000","212","003","3611037000","4473035022102150003003970","","동교1리 할머니경로당","11","1         ","0","30","3611037022","010****","1","","","010****","","","2","0","","김*숙","0","2013/10/11 13:24:39.000000000","1","2018/08/29 09:29:46.000000000","동교동촌2길","361104574119","","세종특별자치시","전의면","0","","1","4473035022102150003003970","N","","","","","","","","0","215","3","",""
"3611000000","213","003","3611037000","4473035022101570018003060","","전의경로당","17","1         ","0","45","3611037022","010****","1","","","010****","","","10","0","","김*현","0","2013/10/11 13:24:09.000000000","1","2018/08/29 09:29:46.000000000","동신길","361104574125","","세종특별자치시","전의면","0","","1","4473035022101570018003060","N","","","","","","","","0","157","18","",""
"3611000000","215","003","","4473035032105410003003199","","신정1리 경로당","15","1         ","0","40","3611037028","010****","1","","","010****","","","32","0","","윤*병","0","2013/10/11 13:23:19.000000000","1","2018/08/29 09:29:46.000000000","가나물길","361104574001","","세종특별자치시","전의면","0","","1","4473035032105410003003199","N","","","","","","","","0","541","3","",""
"4150000000","113","003","4150025000","4150025033101910039021108","191-39","노탑5리 경로당","33","1         ","0","87","4150025033","010****","1","","","010****","","","56","0","","이*수","0","2013/07/04 14:52:05.000000000","1","2019/02/27 15:17:09.000000000","장여로85번길","415004421684","이천시","경기도","장호원읍","0","","1","4150025033101910039021108","N","1011467.36065","1902731.7437","127.62908994013459","37.123195293199636","4070128","경로당","","0","191","39","","011-411-8279"
"4150000000","114","003","4150025000","4150025033101940002021018","194-2","노탑6리 경로당","37","1         ","0","97","4150025033","010****","1","","","010****","","","40","10","","이*구","0","2013/07/04 14:52:45.000000000","1","2019/02/27 15:17:32.000000000","장여로55번길","415004421683","이천시","경기도","장호원읍","0","","1","4150025033101940002021018","N","1011446.4089","1902662.32495","127.6288530227741","37.12256979391421","4070128","경로당","","0","194","2","","011-316-7314"
"2814000000","6","001","2814058000","2814010700102350001117108","235-1","인천송림초등학교 ","730","2         ","0","1900","2814010700","032-764-2342","0","","","032-770-6563","","","2","0","","","1","2014/04/04 14:04:40.000000000","1","2024/09/09 14:58:51.000000000","배송로","281403150007","동구","인천광역시","송림동","0","032-764-2340","1","2814010700102350001117108","N","923783.327233","1941994.800734","126.63803050718805","37.474037529186","3500144","체육관","","0","235","1","20190617",""
"3611000000","183","003","3611025000","4473025031100900007040580","90-7","번암1리 경로당","19","1         ","0","50","3611025031","044-301-5172","1","","","044-301-5172","","","11","0","","김*준","1","2013/10/11 10:44:39.000000000","1","2025/11/13 15:59:48.000000000","군청로","361103258001","","세종특별자치시","조치원읍","0","","1","4473025031100900007040580","N","981626.319237","1843122.392424","127.29460763673953","36.585731134339795","5690373","본관","","0","90","7","20170411","010****5268"
"3611000000","184","003","3611025000","4473025032101910001033551","191-1","신안2리 경로당","19","1         ","0","50","3611025032","044-301-5172","1","","","044-301-5172","","","83","0","","홍*표","1","2013/10/11 10:44:09.000000000","1","2025/11/13 17:10:27.000000000","안터길","361104574364","","세종특별자치시","조치원읍","0","","1","4473025032101910001033551","N","980869.971488","1847815.218555","127.28603594544445","36.62802192480232","5690373","본관","","0","191","1","20170411","010****5310"
"3611000000","186","003","3611038000","4473036021106060003007255","606-3","전동분회 경로당","28","1         ","0","75","3611038021","044-300-4565","1","","","044-301-5944","","","35","0","","김*필","1","2013/10/10 17:05:44.000000000","1","2024/09/15 14:55:03.000000000","하노장1길","361104574524","","세종특별자치시","전동면","0","","1","4473036021106060003007255","N","979308.005286","1850915.609169","127.26848228583818","36.65593898295155","5690373","본관","","0","606","3","20170411","010****1522"
"3611000000","187","002","3611038000","4473036021104300002007051","","노장2리 마을회관","28","1         ","0","75","3611038021","","1","","","","","","59","0","","최*인","0","2013/09/27 15:43:20.000000000","1","2018/08/29 09:29:46.000000000","중노장길","361104574480","","세종특별자치시","전동면","0","","1","4473036021104300002007051","N","","","","","","","","0","430","2","","011-423-1672"
"3611000000","188","002","3611038000","4473036021105160001005982","노장3리마을회관","노장3리 마을회관","38","1         ","0","99","3611038021","","1","","","","","","5","0","","이*재","0","2014/02/05 15:33:26.000000000","1","2018/08/29 09:29:46.000000000","상노장길","361104574247","","세종특별자치시","전동면","0","","1","4473036021105160001005982","N","","","","","","","","0","516","1","","019-463-1415"
"3611000000","189","002","3611038000","4473036021105860000006660","","노장4리 마을회관","26","1         ","0","70","3611038021","","1","","","","","","8","0","","노*섭","0","2013/09/27 15:43:10.000000000","1","2018/08/29 09:29:46.000000000","하노장4길","361104574527","","세종특별자치시","전동면","0","","1","4473036021105860000006660","N","","","","","","","","0","586","0","","011-476-3063"
"2614000000","2","012","2614068000","","","4대대","38","","","100","2614012400","","0","FF2614000003","","","0","2","","","","","0","","0","2014/04/17 12:58:12.000000000","","","","","","","","0","","N","","","","","","","","","","","",""
"3611000000","190","002","3611038000","4473036022101280000000344","135-0","봉대리 마을회관","23","1         ","0","60","3611038022","044-300-4565","1","","","044-301-5944","","","17","0","","송*철","0","2013/09/27 15:42:55.000000000","1","2025/09/01 11:06:10.000000000","봉대2길","361104574204","","세종특별자치시","전동면","0","","1","4473036022101350000003282","N","979168.47097","1854033.267026","127.26683630618538","36.6840411763689","5690373","본관","","0","135","0","20170411","010****1500"
"3611000000","191","002","3611036000","4473032030100670009014806","67-9","국촌2리마을회관","18","1         ","0","49","3611036030","044-301-5743","1","","","044-301-5743","","","130","0","","유*자","1","2014/02/05 15:32:26.000000000","1","2025/11/13 17:32:11.000000000","함박로","361103258037","","세종특별자치시","연서면","0","","1","4473032030100670009014806","N","979017.060716","1841965.861898","127.2654714768456","36.575251194459874","5690373","본관","","0","67","9","20170411","010****9150"
"3611000000","192","002","3611036000","4473032032101160002027351","116-2","부동리마을회관","31","2         ","0","81","3611036032","044-301-5743","1","","","044-301-5743","","","853","0","","유*준","1","2014/02/05 15:29:30.000000000","1","2025/11/13 17:32:34.000000000","용연로","361103258063","","세종특별자치시","연서면","0","","1","4473032032101160002027351","N","979383.015333","1840269.725357","127.26960717659745","36.55996847740862","5690373","본관","","0","116","2","20170411","010****3544"
"3611000000","193","002","3611038000","4473036024102840005006649","","석곡리 마을회관","26","1         ","0","70","3611038024","","1","","","","","","6","0","","신*혁","0","2013/09/27 15:42:40.000000000","1","2018/08/29 09:29:46.000000000","하석곡길","361104574529","","세종특별자치시","전동면","0","","1","4473036024102840005006649","N","","","","","","","","0","284","5","","011-438-2193"
"3611000000","194","002","3611038000","4473036025101360002008092","보덕1리마을회관","보덕1리 마을회관","32","1         ","0","85","3611038025","","1","","","","","","67","0","","김*중","0","2014/02/05 15:28:31.000000000","1","2018/08/29 09:29:46.000000000","보평길","361104574587","","세종특별자치시","전동면","0","","1","4473036025101360002008092","N","","","","","","","","0","129","2","","011-535-4173"
"3611000000","195","002","3611038000","4473036025102690006008367","","보덕2리 마을회관","23","1         ","0","60","3611038025","","1","","","","","","180","1","","홍*용","0","2013/09/27 15:42:31.000000000","1","2018/08/29 09:29:46.000000000","깊은내길","361104574585","","세종특별자치시","전동면","0","","1","4473036025102690006008367","N","","","","","","","","0","269","6","","010****1256"
"3611000000","196","002","3611038000","4473036026100750002009708","","송곡1리 마을회관","20","1         ","0","54","3611038026","","1","","","","","","52","2","","임*석","0","2013/09/27 15:42:25.000000000","1","2018/08/29 09:29:46.000000000","모시터길","361104574151","","세종특별자치시","전동면","0","","1","4473036026100750002009708","N","","","","","","","","0","75","2","","016-9566-1131"
"3611000000","249","003","3611037000","4473035036103390002009135","339-2","달성학구 경로당","16","1         ","0","44","3611037032","010****0522","1","","","044-301-5844","","","2","0","1","곽*복","1","2013/10/11 13:06:54.000000000","1","2025/09/16 10:32:28.000000000","압실길","361104574580","","세종특별자치시","전의면","0","044-301-5829","1","4473035036103390002009135","N","971034.750437","1849115.372226","127.17598398297142","36.639494281715415","5690373","본관","","0","339","2","20170411","010****7098"
"3611000000","225","003","3611037000","4473035035100580001007194","영당리할머니경로당","영당리 할머니 경로당","19","2         ","0","50","3611037031","010****","0","","","010****","","","718","0","","정*희","0","2014/02/04 15:01:06.000000000","1","2018/08/29 09:29:46.000000000","의당전의로","361103015023","","세종특별자치시","전의면","0","","0","4473035035100580001007194","N","","","","","","","","0","82","0","",""
"3611000000","252","003","3611037000","4473035024101170000005586","","원성리 삼성경로당","21","1         ","0","55","3611037024","","1","","","010****","","","15","10","","이*구","0","2013/09/27 15:24:15.000000000","1","2018/08/29 09:29:46.000000000","삼성당2길","361104574243","","세종특별자치시","전의면","0","","1","4473035024101170000005586","N","","","","","","","","0","117","0","",""
"3611000000","255","003","3611037000","4473035035100580001007194","","영당리 경로당","26","2         ","0","70","3611037031","010****","1","","","010****","","","718","0","","김*만","0","2013/10/11 11:09:55.000000000","1","2018/08/29 09:29:46.000000000","의당전의로","361103015023","","세종특별자치시","전의면","0","","1","4473035035100580001007194","N","","","","","","","","0","82","0","",""
"3611000000","258","003","3611034000","4473034021101220001029480","122-1","금남면 분회 경로당","21","2         ","0","55","3611034021","044-300-4565","1","","","044-301-5542","","","57","0","","김*섭","0","2013/10/18 11:38:06.000000000","1","2023/08/18 14:46:09.000000000","용포로","361103258023","","세종특별자치시","금남면","0","","1","4473034021101220001029480","N","980337.862458","1829634.529832","127.28054827076058","36.46411122081834","5690373","본관","","0","122","1","20170411","010****7372"
"2814000000","8","001","2814059000","2814010700100340001047151","34-1","인천서흥초등학교","124","4         ","0","323","2814010700","032-773-3406","1","","","032-770-6563","","","189","0","","","1","2014/04/04 14:04:35.000000000","1","2024/09/09 15:00:03.000000000","샛골로","281403149062","동구","인천광역시","송림동","0","032-764-4406","1","2814010700100340001047151","N","924376.61685","1942576.7765","126.64467982582096","37.47933145466109","3500144","강당","","0","34","1","20190617",""
"4128000000","206","001","4128552500","4128510200115750003011477","1575-3","중산초등학교 체육관","419","1         ","0","1090","4128510200","031-977-4193","1","","","031-8075-3237","","","373","0","","","1","2014/03/17 10:07:40.000000000","1","2024/12/11 16:14:01.000000000","탄중로","412853193036","고양시 일산동구","경기도","중산동","0","031-977-4197","1","4128510200115750003011477","Y","936842.97605","1965860.3846","126.78365838232948","37.690119246039494","3940447","체육관","F_000000000005977297","0","1575","3","20150101",""
"2620000000","2","001","2620058500","2620011200100010144016869","100-0","영도초등학교","277","4         ","0","720","2620011200","051-604-0100","0","","","051-419-4314","","","41","0","1","","1","2012/03/13 17:40:30.000000000","1","2024/09/06 20:52:34.000000000","꿈나무길","262004184016","영도구","부산광역시","","0","","1","2620011200108410000003822","Y","1140955.858463","1678310.818712","129.0463260651751","35.090076123692945","3280127","강당","","0","100","0","20181019",""
"2814000000","18","001","2814060500","2814010700100610011089184","61-11","인천서림초등학교","224","3         ","0","583","2814010700","032-766-3327","1","","","032-770-6563","","","105","0","","","1","2014/04/04 14:04:05.000000000","1","2024/09/09 15:03:25.000000000","금곡로","281403150001","동구","인천광역시","송림동","0","032-629-1771","1","2814010700100610011089184","N","924558.48235","1942122.6313","126.64678310182535","37.475253252339265","3500144","체육관","","0","61","11","20190617",""
"2814000000","20","012","2814064000","2814010500100420002014524","","창영사회복지관","115","1         ","0","299","2814010500","","0","","","010****","","","57","0","","남*현","0","2014/04/04 16:39:55.000000000","0","2015/05/01 17:15:10.000000000","우각로","281403150020","동구","인천광역시","","0","","1","2814010500100420002014524","N","924055.1752","1941650.04295","126.64114020098924","37.47095272010646","","","","0","42","3","",""
"4141000000","1","001","4141057000","4141010500108500001005490","양정초등학교","양정초등학교","3857","1         ","0","10030","4141010500","010****","0","","","010****","","","131","0","","라*균","0","2014/02/12 15:50:01.000000000","1","2015/08/27 16:30:19.000000000","오금로","414103200020","군포시","경기도","","0","","1","4141010500108500001005490","N","950445.40755","1929083.9211","126.94041403956666","37.35948205263838","","","","0","850","1","",""
"4141000000","7","001","4141052000","4141010100107950000010369","795","군포초등학교","435","1         ","0","1131","4141010100","010****","1","","","010****","","","61","0","","김*남","0","2007/08/04 12:00:00.000000000","1","2018/08/29 09:29:46.000000000","당동로21번길","414104400130","군포시","경기도","당동","0","","1","4141010100107950000010369","N","950543.4409","1927836.9331","126.94160427912881","37.3482476069281","","","","0","795","0","",""
"4141000000","12","001","4141055000","4141010400102090000008395","209","산본초등학교","152","1         ","0","396","4141010400","010****","0","","","010****","","","60","0","","박*서","0","2013/06/02 10:47:32.000000000","1","2018/08/29 09:29:46.000000000","산본로386번길","414104400237","군포시","경기도","산본동","0","","1","4141010400102090000008395","N","949913.1107","1930090.40425","126.93433534739009","37.368525334262465","","","","0","209","0","",""
"4141000000","15","001","4141052000","4141010300111130000000001","부곡중앙초등학교","부곡중앙초등학교","3075","1         ","0","7996","4141010300","010****","1","","","010****","","","7","0","","고*형","0","2014/02/12 15:48:55.000000000","1","2015/08/27 16:27:51.000000000","송부로273번길","414104400282","군포시","경기도","","0","","1","4141010300111130000000001","N","950473.41925","1925010.8952","126.94100252223731","37.322771414341034","","","","0","1113","0","",""
"4141000000","21","001","4141060000","4141010400111490000007324","고산로 151","당정초등학교","4455","1         ","0","11584","4141010400","010****","0","","","010****","","","191","1","","장*영","0","2013/06/02 10:58:31.000000000","1","2015/08/27 16:26:53.000000000","수리산로","414103200027","군포시","경기도","","0","","1","4141010400111490000007324","N","948729.66265","1929733.47035","126.92099521898376","37.36524346833017","","","","0","1149","0","",""
"4141000000","25","001","4141051000","4141010200109720001000001","당정초등학교","당동초등학교","4626","1         ","0","12030","4141010200","010****","0","","","010****","","","26","24","","송*순","0","2014/02/12 15:47:36.000000000","1","2015/08/27 16:26:06.000000000","고산로151번길","414104400005","군포시","경기도","","0","","1","4141010200109720001000001","N","951709.1346","1927630.4057","126.95477860549934","37.34644746526509","","","","0","972","1","",""
