발표시간,지역,발효시각,해당지역,내용
2023-12-23 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2023년 12월 23일 06시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2023-12-23 10:00,부산·울산·경상남도,(1) 한파주의보 해제 : 2023년 12월 23일 10시 00분 / (2) 풍랑주의보 해제 : 2023년 12월 23일 12시 00분,(1) 한파주의보 해제 : 경상남도(의령. 함안. 창녕. 하동. 산청. 함양. 거창. 합천) / (2) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다,
2023-12-23 10:00,대구·경상북도,(1) 한파경보 해제 : 2023년 12월 23일 10시 00분 / (2) 한파주의보 해제 : 2023년 12월 23일 10시 00분 / (3) 한파주의보 변경 : 2023년 12월 23일 10시 00분 / (4) 건조경보 변경 : 2023년 12월 23일 10시 00분 / (5) 풍랑주의보 해제 : 2023년 12월 23일 12시 00분,(1) 한파경보 해제 : 경상북도(의성. 청송. 영양평지. 봉화평지) / (2) 한파주의보 해제 : 경상북도(구미. 청도. 고령. 성주. 칠곡. 김천. 상주. 문경. 예천. 안동. 영주). 대구(군위) / (3) 한파주의보 변경 : 경상북도(경북북동산지) / (4) 건조경보 변경 : 경상북도(울진평지) / (5) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2023-12-23 15:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2023년 12월 23일 16시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2023-12-23 15:00,대구·경상북도,(1) 풍랑주의보 해제 : 2023년 12월 23일 16시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2023-12-24 10:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2023년 12월 24일 10시 00분,(1) 건조주의보 해제 : 경상남도(양산. 김해. 밀양. 창녕),
2023-12-24 10:00,대구·경상북도,(1) 한파주의보 해제 : 2023년 12월 24일 10시 00분,(1) 한파주의보 해제 : 경상북도(경북북동산지),
2023-12-25 10:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2023년 12월 25일 10시 00분,(1) 건조주의보 해제 : 경상남도(창원),
2023-12-25 10:00,대구·경상북도,(1) 건조주의보 해제 : 2023년 12월 25일 10시 00분 / (2) 건조주의보 변경 : 2023년 12월 25일 10시 00분,(1) 건조주의보 해제 : 경상북도(경산. 예천. 청송). 대구(군위 제외) / (2) 건조주의보 변경 : 경상북도(울진평지),
2023-12-26 4:00,대구·경상북도,(1) 강풍주의보 발표 : 2023년 12월 26일 06시 00분 / (2) 풍랑주의보 발표 : 2023년 12월 26일 06시 00분 / (3) 풍랑주의보 발표 : 2023년 12월 26일 06시 00분,(1) 강풍주의보 발표 : 울릉도.독도 / (2) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (3) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 강풍주의보 발표 /   o 해제 예고: 26일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 26일 밤(21시~24시) / (3) 풍랑주의보 발표 /   o 해제 예고: 27일 오전(09시~12시)
2023-12-26 16:00,대구·경상북도,(1) 풍랑주의보 해제 : 2023년 12월 26일 19시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2023-12-26 21:00,대구·경상북도,(1) 강풍주의보 해제 : 2023년 12월 26일 21시 00분,(1) 강풍주의보 해제 : 울릉도.독도,
2023-12-27 0:00,대구·경상북도,(1) 풍랑주의보 해제 : 2023년 12월 27일 02시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2023-12-28 16:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2023년 12월 28일 16시 00분,(1) 건조주의보 해제 : 부산. 울산,
2023-12-28 16:00,대구·경상북도,(1) 건조주의보 해제 : 2023년 12월 28일 16시 00분,(1) 건조주의보 해제 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지),
2023-12-31 5:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2023년 12월 31일 07시 00분,(1) 풍랑주의보 발표 : 남해동부안쪽먼바다. 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 1일 오전(09시~12시)
2023-12-31 9:00,부산·울산·경상남도,(1) 강풍주의보 발표 : 2023년 12월 31일 10시 00분,(1) 강풍주의보 발표 : 울산,(1) 강풍주의보 발표 /   o 해제 예고: 31일 밤(21시~24시)
2023-12-31 9:00,대구·경상북도,(1) 강풍주의보 발표 : 2023년 12월 31일 10시 00분 / (2) 강풍주의보 발표 : 2023년 12월 31일 11시 00분,(1) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지) / (2) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 31일 밤(21시~24시) / (2) 강풍주의보 발표 /   o 해제 예고: 1일 늦은 오후(15시~18시)
2023-12-31 11:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2023년 12월 31일 13시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다. 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 2일 새벽(03시~06시)
2023-12-31 11:00,대구·경상북도,(1) 풍랑주의보 발표 : 2023년 12월 31일 13시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 2일 새벽(03시~06시)
2023-12-31 13:00,대구·경상북도,(1) 풍랑주의보 발표 : 2023년 12월 31일 14시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 2일 새벽(03시~06시)
2023-12-31 16:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2023년 12월 31일 17시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(울산앞바다) /  o 울산앞바다(평수구역. 연안바다 제외),(1) 풍랑주의보 발표 /   o 해제 예고: 2일 새벽(03시~06시)
2023-12-31 18:00,부산·울산·경상남도,(1) 강풍주의보 해제 : 2023년 12월 31일 18시 00분,(1) 강풍주의보 해제 : 울산,
2023-12-31 18:00,대구·경상북도,(1) 풍랑경보 변경 : 2023년 12월 31일 18시 00분,(1) 풍랑경보 변경 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,(1) 풍랑경보 변경 /   o 해제 예고: 2일 새벽(03시~06시)
2023-12-31 22:00,대구·경상북도,(1) 강풍주의보 해제 : 2023년 12월 31일 22시 00분,(1) 강풍주의보 해제 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지),
2024-01-01 4:00,대구·경상북도,(1) 풍랑주의보 변경 : 2024년 01월 01일 06시 00분,(1) 풍랑주의보 변경 : 동해남부북쪽안쪽먼바다,(1) 풍랑주의보 변경 /   o 해제 예고: 2일 새벽(03시~06시)
2024-01-01 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 01일 06시 00분,(1) 풍랑주의보 해제 : 남해동부안쪽먼바다,
2024-01-01 7:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 01일 09시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2024-01-01 11:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 01일 11시 00분 / (2) 풍랑주의보 변경 : 2024년 01월 01일 11시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 변경 : 동해남부북쪽바깥먼바다,(2) 풍랑주의보 변경 /   o 해제 예고: 2일 새벽(03시~06시)
2024-01-02 6:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 01월 02일 08시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다). 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,
2024-01-02 6:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 02일 08시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(울산앞바다). 동해남부남쪽안쪽먼바다. 동해남부남쪽바깥먼바다,
2024-01-03 4:30,부산·울산·경상남도,(1) 대설주의보 발표 : 2024년 01월 03일 04시 30분,(1) 대설주의보 발표 : 경상남도(합천),
2024-01-03 5:40,대구·경상북도,(1) 대설주의보 발표 : 2024년 01월 03일 05시 40분,(1) 대설주의보 발표 : 경상북도(칠곡),
2024-01-03 5:40,부산·울산·경상남도,(1) 대설주의보 발표 : 2024년 01월 03일 05시 40분,(1) 대설주의보 발표 : 경상남도(함양),
2024-01-03 7:30,부산·울산·경상남도,(1) 대설주의보 해제 : 2024년 01월 03일 07시 30분,(1) 대설주의보 해제 : 경상남도(함양),
2024-01-03 9:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 01월 03일 09시 00분,(1) 대설주의보 해제 : 경상북도(칠곡),
2024-01-03 9:00,부산·울산·경상남도,(1) 대설주의보 해제 : 2024년 01월 03일 09시 00분,(1) 대설주의보 해제 : 경상남도(합천),
2024-01-03 13:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 03일 15시 00분,(1) 풍랑주의보 발표 : 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 4일 오전(09시~12시)
2024-01-03 18:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 03일 20시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 03일 20시 00분,(1) 강풍주의보 발표 : 울릉도.독도 / (2) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,(1) 강풍주의보 발표 /   o 해제 예고: 4일 오전(09시~12시) / (2) 풍랑주의보 발표 /   o 해제 예고: 4일 오전(09시~12시)
2024-01-03 18:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 03일 20시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 4일 오전(09시~12시)
2024-01-04 2:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 04일 04시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 04일 04시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,
2024-01-04 2:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 04일 04시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2024-01-04 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 04일 06시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2024-01-04 22:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 04일 22시 00분 / (2) 강풍주의보 발표 : 2024년 01월 05일 00시 00분,(1) 강풍주의보 발표 : 울릉도.독도 / (2) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 경북북동산지),(1) 강풍주의보 발표 /   o 해제 예고: 5일 밤(21시~24시) / (2) 강풍주의보 발표 /   o 해제 예고: 5일 낮(12시~15시)
2024-01-04 23:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 05일 01시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 05일 01시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 5일 밤(21시~24시) / (2) 풍랑주의보 발표 /   o 해제 예고: 8일 늦은 오후(15시~18시)
2024-01-05 11:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 05일 12시 00분,(1) 강풍주의보 해제 : 경상북도(영덕. 울진평지. 경북북동산지),
2024-01-05 14:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 05일 16시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 05일 16시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-01-06 14:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 06일 14시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 8일 새벽(03시~06시)
2024-01-06 18:10,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 06일 19시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 8일 오전(09시~12시)
2024-01-07 0:00,대구·경상북도,(1) 대설주의보 발표 : 2024년 01월 07일 02시 00분,(1) 대설주의보 발표 : 울릉도.독도,
2024-01-07 4:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 07일 06시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 07일 06시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 8일 오전(09시~12시) / (2) 풍랑주의보 발표 /   o 해제 예고: 8일 늦은 오후(15시~18시)
2024-01-07 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2024년 01월 07일 10시 00분 / (2) 한파주의보 발표 : 2024년 01월 07일 21시 00분,(1) 건조주의보 발표 : 경상남도(창원). 부산. 울산 / (2) 한파주의보 발표 : 경상남도(하동. 산청. 함양. 거창. 합천),
2024-01-07 10:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 07일 10시 00분 / (2) 건조주의보 발표 : 2024년 01월 07일 10시 00분 / (3) 한파주의보 발표 : 2024년 01월 07일 21시 00분,(1) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주) / (2) 건조주의보 발표 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지) / (3) 한파주의보 발표 : 경상북도(성주. 칠곡. 김천. 청송. 영양평지. 봉화평지. 경북북동산지). 대구(군위),(1) 강풍주의보 발표 /   o 해제 예고: 7일 밤(21시~24시)
2024-01-07 11:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 07일 14시 00분,(1) 풍랑주의보 발표 : 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 8일 새벽(00시~03시)
2024-01-07 11:30,대구·경상북도,(1) 대설주의보 해제 : 2024년 01월 07일 11시 30분,(1) 대설주의보 해제 : 울릉도.독도,
2024-01-07 18:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 07일 18시 00분,(1) 강풍주의보 해제 : 경상북도(영덕. 울진평지. 포항. 경주),
2024-01-07 22:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 08일 01시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2024-01-07 22:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 08일 00시 00분,(1) 강풍주의보 해제 : 울릉도.독도,
2024-01-08 7:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 08일 09시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다,
2024-01-08 10:00,부산·울산·경상남도,(1) 한파주의보 해제 : 2024년 01월 08일 10시 00분,(1) 한파주의보 해제 : 경상남도(하동. 산청. 함양. 거창. 합천),
2024-01-08 10:00,대구·경상북도,(1) 한파주의보 해제 : 2024년 01월 08일 10시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 08일 12시 00분,(1) 한파주의보 해제 : 경상북도(성주. 칠곡. 김천. 청송. 영양평지. 봉화평지. 경북북동산지). 대구(군위) / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-01-08 14:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 08일 16시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2024-01-08 14:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 01월 08일 16시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2024-01-09 16:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2024년 01월 09일 16시 00분,(1) 건조주의보 해제 : 경상남도(창원). 부산. 울산,
2024-01-09 16:00,대구·경상북도,(1) 건조주의보 해제 : 2024년 01월 09일 16시 00분,(1) 건조주의보 해제 : 경상북도(영덕. 울진평지. 포항. 경주. 경북북동산지),
2024-01-09 18:00,대구·경상북도,(1) 대설주의보 발표 : 2024년 01월 09일 18시 00분,(1) 대설주의보 발표 : 경상북도(상주. 문경),
2024-01-09 21:30,대구·경상북도,(1) 대설주의보 발표 : 2024년 01월 09일 21시 30분,(1) 대설주의보 발표 : 경상북도(구미. 칠곡. 김천. 의성). 대구(군위),
2024-01-10 0:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 01월 10일 00시 00분,(1) 대설주의보 해제 : 경상북도(상주. 문경),
2024-01-10 2:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 01월 10일 02시 00분,(1) 대설주의보 해제 : 경상북도(구미. 칠곡. 김천. 의성). 대구(군위),
2024-01-10 4:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 10일 07시 00분,(1) 풍랑주의보 발표 : 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 11일 오전(09시~12시)
2024-01-10 6:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 10일 06시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 10일 밤(21시~24시)
2024-01-10 11:00,부산·울산·경상남도,(1) 강풍주의보 발표 : 2024년 01월 10일 13시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 10일 14시 00분,(1) 강풍주의보 발표 : 울산 / (2) 풍랑주의보 발표 : 동해남부앞바다(울산앞바다). 동해남부남쪽안쪽먼바다. 동해남부남쪽바깥먼바다. 남해동부앞바다(부산앞바다). 남해동부안쪽먼바다 /  o 부산앞바다(서부평수구역 제외),(1) 강풍주의보 발표 /   o 해제 예고: 11일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 11일 새벽(03시~06시)
2024-01-10 11:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 10일 13시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 10일 13시 00분,(1) 강풍주의보 발표 : 경상북도(포항. 경주) / (2) 풍랑주의보 발표 : 동해남부앞바다(경북남부앞바다). 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,(1) 강풍주의보 발표 /   o 해제 예고: 11일 새벽(03시~06시) / (2) 풍랑주의보 발표 /   o 해제 예고: 11일 새벽(03시~06시)
2024-01-10 15:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 10일 16시 00분,(1) 강풍주의보 해제 : 울릉도.독도,
2024-01-10 18:00,부산·울산·경상남도,(1) 강풍주의보 해제 : 2024년 01월 10일 18시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 10일 20시 00분,(1) 강풍주의보 해제 : 울산 / (2) 풍랑주의보 해제 : 동해남부앞바다(울산앞바다). 남해동부앞바다(부산앞바다),
2024-01-10 18:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 10일 18시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 10일 20시 00분,(1) 강풍주의보 해제 : 경상북도(포항. 경주) / (2) 풍랑주의보 해제 : 동해남부앞바다(경북남부앞바다),
2024-01-10 21:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 01월 10일 22시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다. 동해남부북쪽바깥먼바다,
2024-01-11 5:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 11일 07시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다. 동해남부남쪽바깥먼바다. 남해동부안쪽먼바다. 남해동부바깥먼바다,
2024-01-11 12:30,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 11일 12시 30분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 12일 늦은 오후(15시~18시)
2024-01-11 20:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 11일 22시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 11일 22시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 12일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 13일 밤(21시~24시)
2024-01-12 11:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 12일 11시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 12일 13시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-01-13 6:40,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 13일 06시 40분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 13일 밤(21시~24시)
2024-01-13 7:10,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 13일 08시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽안쪽먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 13일 밤(21시~24시)
2024-01-13 8:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 13일 10시 00분,(1) 풍랑주의보 발표 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 13일 밤(21시~24시)
2024-01-13 11:40,대구·경상북도,(1) 대설주의보 발표 : 2024년 01월 13일 11시 40분,(1) 대설주의보 발표 : 울릉도.독도,
2024-01-13 14:00,대구·경상북도,(1) 대설주의보 해제 : 2024년 01월 13일 14시 00분,(1) 대설주의보 해제 : 울릉도.독도,
2024-01-13 18:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 01월 13일 19시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(경북남부앞바다. 경북북부앞바다),
2024-01-14 0:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 14일 00시 00분 / (2) 풍랑주의보 연장 : 2024년 01월 14일 00시 00분 / (3) 풍랑주의보 연장 : 2024년 01월 14일 00시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 연장 : 동해남부북쪽안쪽먼바다 / (3) 풍랑주의보 연장 : 동해남부북쪽바깥먼바다,(2) 풍랑주의보 연장 /   o 해제 예고: 16일 늦은 오후(15시~18시) / (3) 풍랑주의보 연장 /   o 해제 예고: 17일 새벽(03시~06시)
2024-01-14 5:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 14일 05시 00분 / (2) 풍랑주의보 발표 : 2024년 01월 14일 05시 00분,(1) 풍랑주의보 발표 : 동해남부남쪽안쪽먼바다 / (2) 풍랑주의보 발표 : 동해남부남쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 16일 늦은 오후(15시~18시) / (2) 풍랑주의보 발표 /   o 해제 예고: 17일 새벽(03시~06시)
2024-01-14 7:30,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 14일 07시 30분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 16일 오전(09시~12시)
2024-01-14 9:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 14일 10시 00분,(1) 강풍주의보 발표 : 경상북도(영덕. 울진평지. 경북북동산지),(1) 강풍주의보 발표 /   o 해제 예고: 14일 밤(21시~24시)
2024-01-14 18:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 14일 20시 00분,(1) 강풍주의보 해제 : 경상북도(영덕. 울진평지. 경북북동산지),
2024-01-15 1:00,부산·울산·경상남도,(1) 풍랑주의보 발표 : 2024년 01월 15일 03시 00분,(1) 풍랑주의보 발표 : 남해동부바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 16일 오전(09시~12시)
2024-01-15 10:00,부산·울산·경상남도,(1) 건조주의보 발표 : 2024년 01월 15일 10시 00분,(1) 건조주의보 발표 : 경상남도(창원). 부산. 울산,
2024-01-15 10:00,대구·경상북도,(1) 건조주의보 발표 : 2024년 01월 15일 10시 00분,(1) 건조주의보 발표 : 경상북도(울진평지. 포항). 대구(군위 제외),
2024-01-15 11:30,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 15일 11시 30분,(1) 풍랑주의보 발표 : 동해남부앞바다(경북북부앞바다),(1) 풍랑주의보 발표 /   o 해제 예고: 15일 밤(21시~24시)
2024-01-15 17:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 01월 15일 19시 00분,(1) 풍랑주의보 해제 : 동해남부앞바다(경북북부앞바다),
2024-01-16 2:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 16일 04시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽안쪽먼바다,
2024-01-16 2:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 16일 02시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 16일 04시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽안쪽먼바다,
2024-01-16 4:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 16일 06시 00분,(1) 풍랑주의보 해제 : 남해동부바깥먼바다,
2024-01-16 16:00,부산·울산·경상남도,(1) 풍랑주의보 해제 : 2024년 01월 16일 17시 00분,(1) 풍랑주의보 해제 : 동해남부남쪽바깥먼바다,
2024-01-16 16:00,대구·경상북도,(1) 풍랑주의보 해제 : 2024년 01월 16일 17시 00분,(1) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
2024-01-17 9:00,대구·경상북도,(1) 풍랑주의보 발표 : 2024년 01월 17일 11시 00분,(1) 풍랑주의보 발표 : 동해남부북쪽바깥먼바다,(1) 풍랑주의보 발표 /   o 해제 예고: 18일 새벽(03시~06시)
2024-01-17 13:00,대구·경상북도,(1) 강풍주의보 발표 : 2024년 01월 17일 13시 00분,(1) 강풍주의보 발표 : 울릉도.독도,(1) 강풍주의보 발표 /   o 해제 예고: 19일 오전(09시~12시)
2024-01-17 14:00,부산·울산·경상남도,(1) 건조주의보 해제 : 2024년 01월 17일 14시 00분,(1) 건조주의보 해제 : 경상남도(창원). 부산. 울산,
2024-01-17 14:00,대구·경상북도,(1) 건조주의보 해제 : 2024년 01월 17일 14시 00분,(1) 건조주의보 해제 : 경상북도(울진평지. 포항). 대구(군위 제외),
2024-01-17 20:00,대구·경상북도,(1) 강풍주의보 해제 : 2024년 01월 17일 22시 00분 / (2) 풍랑주의보 해제 : 2024년 01월 17일 22시 00분,(1) 강풍주의보 해제 : 울릉도.독도 / (2) 풍랑주의보 해제 : 동해남부북쪽바깥먼바다,
